Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
Spain; Juan Merodio ;57300;13800;78;juanmerodio;https://www.instagram.com/juanmerodio/?hl=es;marketing;Shows;Unknown;Unknown;spain;@jorgetorres.7,;@app_sorteos_ok,;@atresplayer,;@woonivers.world,;@tali_salo,;@etoro_official,;@marcosalvescardoso,;@thefork_es,;@raquelgfletcher.,;@hugocotro;8255;148000;106000;36.6 %
Unknown; Juan Carlos Bermudez Sanchez ;16300;9000;464;yeguada_mariano;https://www.instagram.com/yeguada_mariano/?hl=es;marketing;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; A.D. ;15200;4600;286;alberdonpi;https://www.instagram.com/alberdonpi/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@rogarteam,;@alberto_ss,;@creenasez,;@mrs_avocata;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain; Nadia Nemer | Event Marketing ;28900;12300;146;_nadianemer_;https://www.instagram.com/_nadianemer_/?hl=es;marketing;Shows;Unknown;Unknown;spain;@woman_rocks,;@judit_cat,;@_cristinaortega_,;@nemerstudio,;@s,;@anuska_storytelling,;@franciscairenedesign,;@mkt.rocks,;@walojalil,;@brickhotelmallorca;Unknown;Unknown;Unknown;
Spain; desdesoria ;13900;9500;247;desdesoria;https://www.instagram.com/desdesoria/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;spain;@concha_ortega,;@seo_birdlife,;@oscarmingueza,;@fcbarcelona,;@dbernam,;@emiliocuartero,;@ayuntamientodesoria,;@dj_noys,;@_danimateo,;@maratonvalencia;Unknown;Unknown;Unknown;
Spain;Manuela;16700;9000;335;manuelafdezdeltoro;https://www.instagram.com/manuelafdezdeltoro/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;spain;@saraneva,;@converse_spain.,;@fibicontreras,;@lauragivicafotografa,;@misterhost.es,;@elgarbodegreta,;@fentinak,;@hanek.co;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain;Fátima Martínez;20800;9300;167;fatimamartinez;https://www.instagram.com/fatimamartinez/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@beamena,;@nuclioschool,;@fati_mckenzie;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;49059;46.7 %
Unknown; Sonido Muchacho ;14800;9900;221;sonidomuchacho;https://www.instagram.com/sonidomuchacho/?hl=es;marketing;Shows;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;6669;
Spain;Oana Pomar;64700;31900;57;oanapomar;https://www.instagram.com/oanapomar/?hl=es;marketing;Beauty;Unknown;Unknown;spain;@shein_spain,;@sheinofficial,;@desenio,;@yoins_official,;@yoinsusa,;@aleasperospain,;@mimao_style,;@apmgirls_esp,;@123presets,;@desireeshoes;Unknown;Unknown;Unknown;39.7 %
Unknown;Ana Jiménez;61900;13900;51;ana_jmnez;https://www.instagram.com/ana_jmnez/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@sandrabarneda,;@toni.seron,;@juanaporcunareyes,;@pabloporcuna,;@rjpheria,;@mujeresemprendedorasonline,;@evelyndelarca,;@maite_navarro_matrona,;@carli.m89,;@tamaratga;Unknown;Unknown;Unknown;
Unknown; La mano de oro ‚ú® ;8900;5300;378;andrestrading;https://www.instagram.com/andrestrading/?hl=es;marketing;Lifestyle;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown; Eli Romero;20600;13600;148;eliromero_co;https://www.instagram.com/eliromero_co/?hl=es;marketing;Literature & Journalism;Business & careers;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain; Bea Villaroya;17300;7600;204;bea.villarroya;https://www.instagram.com/bea.villarroya/?hl=es;marketing;Lifestyle;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;64.8 %
Spain;Emilio López;12600;2700;217;emilopezredroses;https://www.instagram.com/emilopezredroses/?hl=es;marketing;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain; Joaquin Danvila ;9000;5800;285;joaquindanvila;https://www.instagram.com/joaquindanvila/?hl=es;marketing;Education;Trainers & coaches;Unknown;spain;@joaquindanvila;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain; Esther TurÓn ;14400;3200;171;huhuzgz77;https://www.instagram.com/huhuzgz77/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@huhuzgz77;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;34.0 %
Italy;Maria Beatrice Alonzi ;199400;141000;2500;mariabeatrice;https://www.instagram.com/mariabeatrice/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;62.1 %
Unknown; Francesco Panella ;174200;95500;1900;f_panella;https://www.instagram.com/f_panella/?hl=es;marketing;Shows;Travel;Literature & Journalism;italy;@anticapesa,;@vanityfairitalia,;@temocreativestudio,;@italyinny,;@italyinus,;@issnafchapterbayarea,;@alitaliaofficial,;@italymfa,;@ilsole_24ore,;@monica.dascenzo;Unknown;Unknown;Unknown;
Unknown; Marketing Espresso ;180000;132800;1700;marketing_espresso;https://www.instagram.com/marketing_espresso/?hl=es;marketing;Shows;Literature & Journalism;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; P.B. | Consulente Digitale ;64700;13900;4700;pellegrinobozzella;https://www.instagram.com/pellegrinobozzella/?hl=es;marketing;Music;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; MARKETING IGNORANTE ü•ä ;126700;87300;782;marketing.ignorante;https://www.instagram.com/marketing.ignorante/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;43.4 %
Unknown; Luca Maris ;105100;42500;473;luca_maris_official;https://www.instagram.com/luca_maris_official/?hl=es;marketing;Music;Cinema & actors/actresses;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;0.0 %
Unknown; Mirco Fantoni;74300;54500;470;businessdazero;https://www.instagram.com/businessdazero/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Andrea Salemi ;53200;25800;757;ilpizzicaluna;https://www.instagram.com/ilpizzicaluna/?hl=es;marketing;Music;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;34.1 %
Italy; HONIRO ;144900;107100;181;honiro;https://www.instagram.com/honiro/?hl=es;marketing;Music;Unknown;Unknown;italy;@ultimopeterpan,;@illmostro,;@brigaofficial,;@piermatteiphoto,;@illmostrostore,;@thetruegemitaiz,;@honirostore,;@danila_cesile,;@cannellafuffa,;@marta.vent;Unknown;1280000;50205;58.4 %
Unknown; Alessandro Marinella ;30000;15700;761;alemarinella;https://www.instagram.com/alemarinella/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; MACISTE DISCHI ;39600;29900;462;macistedischi;https://www.instagram.com/macistedischi/?hl=es;marketing;Music;Unknown;Unknown;italy;@gazzelle__,;@siamomine,;@bendodneb,;@fulminacci,;@_federiconardelli_,;@_suri__,;@spotifyitaly,;@giordanocolomb,;@mixmoxmox,;@liliana.no;Unknown;114000;Unknown;61.2 %
Italy; Business Psychology ;48500;33200;344;businesspsychology_it;https://www.instagram.com/businesspsychology_it/?hl=es;marketing;Unknown;Unknown;Unknown;italy;@businesspsychology_it,;@msanchez.fx,;@ivoavidhold;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; Steven Lo Presti ;21300;15300;799;steven.lopresti;https://www.instagram.com/steven.lopresti/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; Giorgio Andrea Trabaldo ;23800;15500;673;giorgiotrabaldo;https://www.instagram.com/giorgiotrabaldo/?hl=es;marketing;Lifestyle;Business & careers;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy;cloditta;43100;7400;372;cloditta;https://www.instagram.com/cloditta/?hl=es;marketing;Unknown;Unknown;Unknown;italy;@blackship.bcn,;@chug_life_,;@mrsnonsense,;@atanasio_gaeta,;@adreanalina,;@dennis_gutierrez,;@lizad.tattoo,;@a_brunello,;@servadio_,;@cashfrancesx;Unknown;Unknown;Unknown;55.3 %
Unknown; Giuseppina Basile ;26300;7200;512;basile.giuseppina;https://www.instagram.com/basile.giuseppina/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Alessandra - Milano (IT) ;31400;10500;340;alessandram90;https://www.instagram.com/alessandram90/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;44.0 %
Italy; LaTarma Management ;11900;8900;737;latarma;https://www.instagram.com/latarma/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;25449;
Unknown; Francesco Maiello ;74100;40700;132;fra.maiello;https://www.instagram.com/fra.maiello/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;Pietro Damelia;33200;8200;270;pietro_damelia;https://www.instagram.com/pietro_damelia/?hl=es;marketing;Business & careers;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;Doriano Ozunino;18600;5700;413;dorianozunino;https://www.instagram.com/dorianozunino/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;al1music;20600;9700;600;al1music;https://www.instagram.com/al1music/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;heyricciardo;31200;15000;215;heyriccardo;https://www.instagram.com/heyriccardo/?hl=es;marketing;Computers & Gadgets;Unknown;Unknown;italy;@heyriccardo;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Andrea Lombardi ;20100;9200;325;andrylombardi05;https://www.instagram.com/andrylombardi05/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;29.8 %
Unknown;italbusiness;11600;8000;460;italbusiness;https://www.instagram.com/italbusiness/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Riccardo Meli ;22700;5800;223;ricmeli90;https://www.instagram.com/ricmeli90/?hl=es;marketing;Literature & Journalism ;Unknown;Unknown;italy;@marchettisimone,;@vanityfairitalia,;@tommasomartinelli1980,;@sachalunatici,;@luigimiliucci,;@matteorenzi;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;46.8 %
United States; Gabriele Cavallaro ;34300;7500;136;gabrielecav;https://www.instagram.com/gabrielecav/?hl=es;marketing;Photography;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;46.6 %
Italy; Stefano - NetworkMarketing Pro ;50800;9600;100;ste.orru;https://www.instagram.com/ste.orru/?hl=es;marketing;Lifestyle ;Travel;Unknown;italy;@helenblesaoficial,;@jhoonpereza,;@ste.orru,;@ariixcorp,;@thelesbrown,;@meuccipaoloug,;@andorru,;@larepubblica,;@newagebev;Unknown;Unknown;Unknown;Unknown;63.8 %
Italy; Penelopeinterni ;84300;60500;44;mercatinopenelopeinterni;https://www.instagram.com/mercatinopenelopeinterni/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; Gianluca ;19900;8200;195;gianluca.micheli;https://www.instagram.com/gianluca.micheli/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy;Alessandro Piscopo;38100;10600;144;____alessandropiscopo;https://www.instagram.com/____alessandropiscopo/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Unknown; Luca Mastella ;18800;13400;198;lucamastella;https://www.instagram.com/lucamastella/?hl=es;marketing;Shows;Unknown;Unknown;italy;@lucamastella;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Giovanbattista Cimmino ;46500;17800;69;imgbci;https://www.instagram.com/imgbci/?hl=es;marketing;Shows;Literature & Journalism;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Alberto ;4700;1600;710;albertosteva;https://www.instagram.com/albertosteva/?hl=es;marketing;Music;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Andrea Prosperi ;17400;9600;200;andreaprosperipro;https://www.instagram.com/andreaprosperipro/?hl=es;marketing;Lifestyle;Business & careers;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
France; Yari Cecere ;23400;14600;144;yaricecere;https://www.instagram.com/yaricecere/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;33.3 %
Italy; Marco Pesta ;32700;8400;84;marcopesta;https://www.instagram.com/marcopesta/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Paola Armenise ;12700;5700;247;paola.armenise;https://www.instagram.com/paola.armenise/?hl=es;marketing;Shows ;Literature & Journalism;Unknown;italy;@foodspring_it,;@mariella_annoscia;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Oreste D'Este ;35500;13700;70;orestedeste;https://www.instagram.com/orestedeste/?hl=es;marketing;Lifestyle;Unknown;Unknown;italy;@orestedeste;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;48.2 %
South Africa; Ale D ;24900;2600;86;alessandrofrdh;https://www.instagram.com/alessandrofrdh/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;50.0 %
Italy; Manuel Bogliolo ;15400;10400;219;manuelbogliolo;https://www.instagram.com/manuelbogliolo/?hl=es;marketing;Lifestyle;Unknown;Unknown;italy;@giampaolosgura;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Lucio Messina | Business Hack ;30000;11100;89;brandonmexx;https://www.instagram.com/brandonmexx/?hl=es;marketing;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;54.5 %
Unknown; Carlo Finocchi ;11800;6100;177;carlofinocchi;https://www.instagram.com/carlofinocchi/?hl=es;marketing;Health & Medicine;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
United States; Ale Lorenzi ;13100;5100;217;ale_lorenzi29;https://www.instagram.com/ale_lorenzi29/?hl=es;marketing;Shows;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;44.4 %
Unknown; Gennaro J Prato ;13500;5700;296;jeyprato;https://www.instagram.com/jeyprato/?hl=es;marketing;Fashion;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown; Andrea | Network Marketing Pro ;28900;10100;60;andorru;https://www.instagram.com/andorru/?hl=es;marketing;Unknown;Unknown;Unknown;italy;@saretta_fiore,;@ericworre,;@grantcardone,;@giordanoaspromonti,;@ariixcorp,;@newagebev;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
United States; Smart Working / Luca Giuliani ;23800;4800;69;lucagiuliani417;https://www.instagram.com/lucagiuliani417/?hl=es;marketing;Lifestyle ;Business & careers;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;44.2 %
Italy; Salvo Belfiore ;28500;9800;74;salvobelfiore__;https://www.instagram.com/salvobelfiore__/?hl=es;marketing;Business & careers;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;51.4 %
Italy; Natalie Damaschin ;12300;4000;130;nataliedamaschin;https://www.instagram.com/nataliedamaschin/?hl=es;marketing;Music;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Spain;Jose Julio;667600;309800;51900;eljosejulio2;https://www.instagram.com/eljosejulio2/?hl=es;Kids;Lifestyle;Unknown;Unknown;spain;@bagpan1,;@millonariofinanciero,;@sergioperdomo16,;@invertirparaganartv,;@redwolfmentor,;@yasserwahabtd,;@activosmillonarioss,;@ivanfrutoss,;@sociedad_deempresarios,;@unmillonarioemprende?;Unknown;Unknown;Unknown;
Spain; LucÍa mi pediatra. ;616900;333000;3500;luciamipediatra;https://www.instagram.com/luciamipediatra/?hl=es;Kids;Health & Medicine;Unknown;Unknown;spain;@marcelotinelli,;@martinbaclini,;@laura_fidalgook,;@salazarluli.,;@moneymaker_ok,;@nicoovacca,;@soylistortiok,;@sofimorandi,;@lourdesanchezok;Unknown;Unknown;Unknown;67000;
Spain; Las Ratitas ;273400;65400;6700;las_ratitas_pandilleras;https://www.instagram.com/las_ratitas_pandilleras/?hl=es;Kids;Unknown;Unknown;Unknown;spain;@cvsolidario,;@gonrdm,;@hipopotamer,;@cvsolidario.,;@jbalvin,;@upscale_vandal.,;@rkpeople,;@oneminutebriefs;Unknown;Unknown;Unknown;Unknown;Unknown;78.3 %
Spain; PLAYMOBIL ;227600;36700;1400;playmobil;https://www.instagram.com/playmobil/?hl=es;Kids;Unknown;Unknown;Unknown;spain;@pelayodiaz,;@flormcdougall,;@dsquared2,;@vivoodhotels,;@ladichosa,;@uniqlo_es,;@ted_baker_menswear,;@dolcegabbana,;@kbydolcegabbana,;@hotelesthe;Unknown;478000;31678;46.1 %
Spain; Carmen Esteban ;107100;59800;2000;mipsicologainfantil;https://www.instagram.com/mipsicologainfantil/?hl=es;Kids;Science;Unknown;Unknown;spain;@ali.oller,;@romualdfons,;@maidertomasena,;@raimonsamso,;@laura.fuente.garcia,;@euge.oller,;@geniramos,;@vivirandorra,;@juls_ribes,;@swipcar;Unknown;Unknown;Unknown;
Spain; Tutete.com Oficial ;368600;262500;242;tutete;https://www.instagram.com/tutete/?hl=es;Kids;Shopping & Retail;Unknown;Unknown;spain;@esquirees,;@brooksbrothers,;@cocinasananton,;@blueholemen,;@lorealmen,;@bearberohuertas,;@poloralphlauren,;@visit_valencia,;@loewe,;@eatinglifeavocados;Unknown;Unknown;Unknown;82.3 %
Unknown;Jane Products;98000;61300;785;janeproducts;https://www.instagram.com/janeproducts/?hl=es;Kids;Unknown;Unknown;Unknown;spain;@karontte,;@aqua.swimwear_,;@wetaca,;@samovso,;@aqua.swimwear,;@trbljz,;@hoscos,;@angel_tigreton,;@ucaralda,;@karontte:;Unknown;Unknown;Unknown;Unknown
Unknown; Dra Nerea Sarrión ;66800;45000;1200;nerea_pediatra;https://www.instagram.com/nerea_pediatra/?hl=es;Kids;Unknown;Unknown;Unknown;spain;@montseferdi,;@ada_aygues,;@ariixcorp,;@ariix_espana,;@alainlegrelle,;@iviclinics,;@ecodadysvalencia,;@lamarinaresorts,;@dinopark_algar,;@jorgeventosa;Unknown;Unknown;Unknown;
Unknown; Sara Traver ;80700;51800;696;saratraver_;https://www.instagram.com/saratraver_/?hl=es;Kids;Family;Unknown;Unknown;spain;@maidertomasena,;@amarazzi,;@tousjewelry,;@lolamullenlowe,;@airbnb,;@eroskioficial,;@tachabeauty,;@ohmycut,;@aireuropa,;@honestgreens;Unknown;Unknown;Unknown;Unknown
Spain; Naitnaitkids ;94800;67400;427;naitnaitkids;https://www.instagram.com/naitnaitkids/?hl=es;Kids;Family;Unknown;Unknown;spain;@jm.animation,;@zafonoficial,;@genially_official,;@nacho_evangelisti,;@fer_almodovar,;@alberto_seveso,;@grafiklandia,;@imprenta2com,;@marcocreativo.es,;@feroz_estudio;Unknown;Unknown;Unknown;
Unknown; Guiainfantil.com ;281800;47800;130;guiainfantilcom;https://www.instagram.com/guiainfantilcom/?hl=es;Kids;Education;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
