Country;Name;Totalfollowers;followerspain;authenticengament;Account2;Links;Category;Subcategory;Subcategory 2;Subcategory 3;Country.1;Marcas1;Marcas2;Marcas3;Marcas4;Marcas5;Marcas6;Marcas7;Marcas8;Marcas9;Marcas10;Tik Tok;Youtube;Twitter;%offemales
Italy; Pastorizia Never Dies ;3000000;2100000;91200;pastorizianeverdiesreal;https://www.instagram.com/pastorizianeverdiesreal/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@youngtrefu,;@pastoriziafootballclub,;@jakelucky_official,;@alpha_man_real,;@wildgirl_official,;@vaginatarianoofficial,;@orazio_kovac,;@chiamarsibomber,;@carpenoctem_pnd,;@adottaresoluzionipunkofficial;Unknown;Unknown;Unknown;
Italy; NASCE CRESCE IGNORE ;2100000;1500000;82500;nascecresceignora;https://www.instagram.com/nascecresceignora/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@nascecresceignora;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;25.8 %
Italy; Frank Matano ;3400000;2500000;45900;frankmatano;https://www.instagram.com/frankmatano/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@realmaramaionchi,;@claudiobisio_insta_official,;@jbastianich,;@italiasgottalentofficial,;@calcutta_foto_di,;@tullio_trab,;@caputontonio,;@sanghelios_customs,;@emporioarmani,;@disneyplusit;1100000;Unknown;?;49.4 %
Italy; QM | Unica Pagina Ufficiale ;1400000;1000000;45300;quelmomento;https://www.instagram.com/quelmomento/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@exmanuele,;@jenny_jinya,;@wackosoriginal,;@asmrthechew;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;74.9 %
Italy; Riccardo Dose;1300000;935100;53000;riccardodose;https://www.instagram.com/riccardodose/?hl=es;Humor;Lifestyle;Unknown;Unknown;italy;@growgiveaway_real,;@oppomobileit,;@showtime_gp,;@glo_italia.,;@glo_italia,;@saywaaad,;@radiodeejay,;@awed,;@nba2k,;@bro_mentality;249900;Unknown;72152;58.2 %
Italy; Commenti Memorabili ;3200000;2200000;25200;commenti_memorabili;https://www.instagram.com/commenti_memorabili/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@nonsonobellomaspaccio_official,;@30esentirli,;@plasticfreeit,;@ilcoinquilinodim,;@lucaward_real,;@eancheoggisirimorchiadomani,;@themerluzz,;@ila_mah,;@pogforever,;@chiaraferragni;Unknown;Unknown;Unknown;48.1 %
Unknown; Le Frasi ;1700000;1200000;29700;tumblrilmiomondo;https://www.instagram.com/tumblrilmiomondo/?hl=es;Humor;Lifestyle;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Fattanza in abbondanza ‚Ñ¢ ;1200000;853600;36700;official_fattanza;https://www.instagram.com/official_fattanza/?hl=es;Humor;Lifestyle;Unknown;Unknown;italy;@rawkandroll,;@eman_russ;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;37.0 %
Italy; Tommaso Cassissa ;1300000;908200;46100;tommycassi;https://www.instagram.com/tommycassi/?hl=es;Humor;Cinema & Actors/actresses;Unknown;Unknown;italy;@swatch_it,;@manuelbifari,;@jhutch1992,;@inter,;@andrearanocchia,;@villadimaser,;@visitveneto,;@ilgiardinodivenezia,;@tenuta_amadio,;@faffapix;2400000;555000;Unknown;71.1 %
Italy; Alpha Man Official ;1300000;941100;33000;alpha_man_real;https://www.instagram.com/alpha_man_real/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@gabryponte,;@nonsonobellomaspaccio_official,;@dedog_real,;@adventfitco,;@wildgirl_official,;@musicglassitalia,;@maxfelicitas.official,;@instameme_real,;@pastorizianerdandgames,;@vinello_e_domiciliari;Unknown;Unknown;Unknown;22.2 %
Italy; Francesca Brambilla ;1100000;761100;38600;francescabrambilla;https://www.instagram.com/francescabrambilla/?hl=es;Humor;Lifestyle;Modeling;Unknown;italy;@ibrambistoni,;@cremaschina,;@missclaudiaruggeri,;@puccirealofficial,;@ciaodarwinreal..,;@gqitalia,;@gq,;@pioeamedeo83,;@italianoptic,;@giuliafatello_phibrows;Unknown;Unknown;Unknown;9.6 %
Unknown; Luciana Littizzetto ;3300000;2400000;16800;lucianinalittizzetto;https://www.instagram.com/lucianinalittizzetto/?hl=es;Humor;Literature & Journalism;Unknown;Unknown;italy;@kidz.official,;@lovinganimals.dg,;@ilaria_clari,;@roccopapaleoufficiale,;@afvofficial,;@einaudieditore,;@ludovicativeron,;@vicdeejay,;@russoff,;@musetti_animaletti;Unknown;Unknown;Unknown;Unknown
Italy; Insanity Page ;3200000;2300000;12200;insanitypage;https://www.instagram.com/insanitypage/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@_adylee,;@garrettlittleton,;@mem_and_j,;@co.irene,;@latarziaa,;@marco_salvati,;@luigi.piccolo,;@bidoo.it,;@toniapeluso,;@alicicomeprima;354000;Unknown;109578;
Unknown;Adolescenza.Oficial;1300000;948900;24000;adolescenza.official;https://www.instagram.com/adolescenza.official/?hl=es;Humor;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Alpha Woman ;1500000;1100000;18600;alpha_woman_official;https://www.instagram.com/alpha_woman_official/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@assassins_screen,;@ilsignordistruggere,;@tacchetticalibro9,;@netflixit,;@lavitadiunadonna,;@thepaso,;@anna.libertino,;@gargaland,;@itslaraen,;@manueldibernardoreal;Unknown;Unknown;Unknown;80.7 %
Italy; ipantellas ;2200000;1600000;17100;ipantellas;https://www.instagram.com/ipantellas/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@eli.bri.an,;@7corriere,;@vigorsolitalia,;@saikebon,;@favij,;@sodastreamit,;@pepper_italy,;@himorta,;@gp_stories,;@primevideoit;1100000;5540000;580708;42.9 %
Italy; Bradley James ;522000;105900;59800;bradleyjames;https://www.instagram.com/bradleyjames/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@themrpalma,;@amandapeixotoelkins,;@bradleyjames,;@joncassar,;@dalemccready,;@miamidolphins,;@big.light.productions,;@make_repost,;@mediciseries,;@sketchian;Unknown;Unknown;207453;78.4 %
Italy; Claudia ;1200000;836500;22600;claudiadionigi;https://www.instagram.com/claudiadionigi/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@danielwellington,;@lorenzo.riccardi17,;@geox,;@mazzolastore,;@tim.vision,;@ginevraneri.com_,;@sabrinaghio,;@a.romalifestylehotel,;@a.romawellnesspa,;@yoox;Unknown;Unknown;Unknown;67.9 %
Unknown; Giorgio Muratore ;1000000;783000;24400;xmurryofficial;https://www.instagram.com/xmurryofficial/?hl=es;Humor;Fitness & Gym;Shows;Unknown;italy;@pisto.gram,;@lorealmen,;@kill_cherry_darling,;@photoshoppare,;@matteopelusi,;@vivident_italia,;@cancellisss,;@danny_lazzarin,;@mirkopolizzi,;@riccardogiordano.it;Unknown;Unknown;Unknown;
Italy; Gabriele Vagnato ;1100000;819700;23600;gabrielevagnato;https://www.instagram.com/gabrielevagnato/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@dolcegabbana,;@marco_todisco,;@elisathiam,;@carlbrave23,;@achilleidol,;@holyernia,;@dreamhit.,;@dreamhit,;@fedez,;@riccardocasazza;3700000;Unknown;Unknown;79.4 %
Italy; Kevin Sacchi ;847800;384100;27300;kevinsacchi;https://www.instagram.com/kevinsacchi/?hl=es;Humor;Fashion;Photography;Unknown;italy;@ivaaan_pavlovic,;@instagram;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Tony Cairoli ;1100000;412500;18600;antoniocairoli;https://www.instagram.com/antoniocairoli/?hl=es;Humor;Racing Sports;Unknown;Unknown;italy;@racr_official,;@ktmfactoryracing,;@alessandrolupino,;@maggiorapark,;@xcrossroma_training,;@lodatovalerio,;@gdm226,;@luciobuselli,;@falex79,;@valeriolata3;Unknown;Unknown;118639;16.2 %
Italy; Laura Torrisi ;1400000;945200;16800;torrisilaura;https://www.instagram.com/torrisilaura/?hl=es;Humor;Lifestyle;Cinema & Actors/actresses;Unknown;italy;@oscartravino,;@marchettisimone,;@vanityfairitalia,;@sandroferroneofficial,;@etruscagioielli,;@lego,;@licianunez,;@valeriasolarino,;@jinnyminnypinny,;@ninadettaquella;Unknown;Unknown;404285;37.6 %
Italy; Comix ;989300;717900;19700;comixofficial;https://www.instagram.com/comixofficial/?hl=es;Humor;Lifestyle;Unknown;Unknown;italy;@officialfracasso,;@lorenzo_flenghi,;@edoardo_ontano,;@pavonss_,;@gabrielzanaga,;@anddyxx,;@iamangeloyin,;@comixofficial,;@napkinsmusic,;@_samumara_;Unknown;Unknown;Unknown;71.8 %
Italy; Federico Carli ;693000;470900;26100;carlettolife;https://www.instagram.com/carlettolife/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@marianodivaio,;@trollserieatim,;@pt_prez,;@coccodrilli_di_carlettolife,;@capocciacristiano,;@massimoboldi,;@laurachiatti82,;@spaho_giulio_official,;@team_rimessa,;@nicolo.monghini.editing;430100;128000;Unknown;35.8 %
Italy; I Soldi Spicci ;660000;485100;26000;isoldispicci;https://www.instagram.com/isoldispicci/?hl=es;Humor;Family;Shows;Unknown;italy;@piedecess,;@ficarraepicone,;@giovanni_k_quenum,;@kiariladyboss,;@ticketone.it,;@gmx.de,;@chefcucu,;@pec,;@casa:,;@cinemateatrogolden.it;533700;619000;Unknown;73.8 %
Italy; Virginia Raffaele ;804400;586000;21300;virginiaraffaele;https://www.instagram.com/virginiaraffaele/?hl=es;Humor;Lifestyle;Unknown;Unknown;italy;@robertobolle,;@sylvie.lancrenon,;@rai1official,;@makigalimberti,;@susanna_ausoni,;@danielazeqo,;@virginiaraffaele,;@instarai2,;@mikainstagram,;@ballandi_;Unknown;Unknown;Unknown;52.2 %
Italy; Gianmarco Tocco ;367200;263300;45600;tmblurrr;https://www.instagram.com/tmblurrr/?hl=es;Humor;Shows;Lifestyle;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;10.6 %
Unknown;l'ncubo di ogni ragazza;616900;440700;25700;accountciclo;https://www.instagram.com/accountciclo/?hl=es;Humor;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Arisa ;1100000;801100;16800;arisamusic;https://www.instagram.com/arisamusic/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@manupumaofficial,;@artissimafair,;@sabrina.pippa,;@giovanna_e_amadeus,;@pizzeriamari_milano,;@micheleranauro,;@lorenzojova,;@casadeljazz,;@giov_caccamo,;@versilianafestival;Unknown;Unknown;Unknown;50.8 %
Italy; Concetta Viola ;417500;284900;37900;_imviolet;https://www.instagram.com/_imviolet/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@_imviolet,;@matithya_,;@ubereats,;@voopoo_tech,;@lauraisglue,;@sonorosachemical,;@zanella_productions,;@inter;Unknown;Unknown;Unknown;Unknown;Unknown;19.7 %
Italy;Shaylinka;864000;642600;17500;shaylinka;https://www.instagram.com/shaylinka/?hl=es;Humor;Shows;Unknown;Unknown;italy;@striscialanotizia,;@mikaelaneazesilva,;@manuelabertolo,;@tracy_hellenberg,;@ester_makeupartist,;@mauro_marinello,;@mattia.rosa.vid,;@_margheritabiondi_,;@gianlucasomaschi,;@rosaria_giacomino;?;?;?;23.0 %
Unknown; Fotografie Della Storia ;827800;547600;17800;fotografie_della_storia;https://www.instagram.com/fotografie_della_storia/?hl=es;Art;Family;Photography;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Pietro Prestigiacomo ;808900;626500;18000;giampytek;https://www.instagram.com/giampytek/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@realme.it,;@spacciocamper,;@informatica_commerciale_apr;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;2030000;Unknown;19.2 %
Italy; Enzuccio ;623800;447000;23200;realenzuccio;https://www.instagram.com/realenzuccio/?hl=es;Humor;Shows;Family;Unknown;italy;@marcellomaw,;@zara,;@jerry_gamble,;@drugaalfieri_,;@boomdabash_official,;@amorosoof,;@cristiano,;@djmatrixufficiale,;@mattjoeofficial,;@lucabroiloph;Unknown;Unknown;Unknown;17.9 %
Italy; Lo Studente in Crisi ;298900;212200;48000;studenteincrisi;https://www.instagram.com/studenteincrisi/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@primestudent,;@studenteincrisi,;@martola__,;@sarcasm_ison,;@mindthegum,;@tommycassi,;@tommasozorzi,;@carimadituttoedipiuofficial,;@disgrazieto__maledetto,;@chiaraferragni;Unknown;Unknown;Unknown;81.8 %
Italy; Emanuele Ferrari ;421600;277000;32900;emanueleferrari;https://www.instagram.com/emanueleferrari/?hl=es;Humor;Photography;Unknown;Unknown;italy;@barillaitalia,;@_emilife,;@federicapaper,;@riccardo_la_valle,;@mattiaferrarii,;@stabiloitaliaofficial,;@philadelphiaitalia,;@igorgorgonzola,;@discoveryplusit;Unknown;Unknown;Unknown;Unknown;75.3 %
Italy; Rovinare rapporti. ;838100;610800;16200;rovinare_rapporti;https://www.instagram.com/rovinare_rapporti/?hl=es;Humor;Unknown;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;56.5 %
Unknown; Valerio Lundini ;499800;354500;27600;valeriolundini;https://www.instagram.com/valeriolundini/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@valeriolundini;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;147240;
Unknown; Serena Rossi ;673000;503100;20100;serenarossiofficial;https://www.instagram.com/serenarossiofficial/?hl=es;Humor;Shows;Cinema & Actors/actresses;Unknown;italy;@rai1official,;@baumeetmercier,;@domenicaricciardi,;@francesca_napolano_nails,;@studiosegre,;@flavialiberatori_stylist,;@tim.vision,;@chilicinemait,;@rakutentv_it,;@infinityplusit;Unknown;Unknown;Unknown;Unknown
Unknown; Frasi King ;943200;674600;12400;frasi_king;https://www.instagram.com/frasi_king/?hl=es;Humor;Literature & Journalism;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Italy; Giulio Mosca ;578700;428500;20300;ilbaffogram;https://www.instagram.com/ilbaffogram/?hl=es;Humor;Art/Artists;Unknown;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;67.9 %
Unknown; Oroscopo Social ;721500;520400;15900;onlyoroscopo;https://www.instagram.com/onlyoroscopo/?hl=es;Humor;Cinema & Actors/actresses;Art/Artists;Unknown;italy;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Italy; Aldo Giovanni e Giacomo ;749000;532100;15000;agg_ufficiale;https://www.instagram.com/agg_ufficiale/?hl=es;Humor;Cinema & actors/actresses;Unknown;Unknown;italy;@raul_cremona,;@matithya_,;@mrmancini10,;@azzurri,;@nerimarcoreofficial,;@giorgio_tirabassi,;@moozfilm,;@nicovalsesia,;@itaca.theoutdoorcommunity;Unknown;39800;Unknown;Unknown;25.2 %
Italy;Ivana Mrazova;1000000;669500;10800;ivana_mrazova;https://www.instagram.com/ivana_mrazova/?hl=es;Humor;Lifestyle;Family;Unknown;italy;@lucaonestini_11,;@desenio,;@acqua_rocchetta,;@sandalisiniscalchi,;@intrepidglam_official,;@cannella_italia,;@lirimy.gioielli,;@lottosport,;@fanghidalgaguam,;@realme.it;Unknown;Unknown;Unknown;80.2 %
Italy; Lercio ;801800;525800;13400;lercio.it;https://www.instagram.com/lercio.it/?hl=es;Humor;Unknown;Unknown;Unknown;italy;@chiorbaciov,;@ilsesta,;@vittorio.lattanzi,;@smarinelli74,;@taskforce,;@stefanopisanioff,;@pinuzdroid,;@khaby00,;@giobbecovatta,;@patriziosmiraglia;Unknown;Unknown;Unknown;33.0 %
Colombia;Mentes Millonarias ;2500000;360200;13700;mentesmillonarias;https://www.instagram.com/mentesmillonarias/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;spain;@bagpan1,;@millonariofinanciero,;@sergioperdomo16,;@invertirparaganartv,;@redwolfmentor,;@yasserwahabtd,;@activosmillonarioss,;@ivanfrutoss,;@sociedad_deempresarios,;@unmillonarioemprende?;Unknown;93000;Unknown;28.5 %
Brazil; Mariano Rosales ;1100000;188000;22300;marianorosalesok;https://www.instagram.com/marianorosalesok/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@marcelotinelli,;@martinbaclini,;@laura_fidalgook,;@salazarluli.,;@moneymaker_ok,;@nicoovacca,;@soylistortiok,;@sofimorandi,;@lourdesanchezok;Unknown;Unknown;Unknown;Unknown;32.4 %
Colombia; El Publicista;100500;15900;3400;elpublicista;https://www.instagram.com/elpublicista/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@cvsolidario,;@gonrdm,;@hipopotamer,;@cvsolidario.,;@jbalvin,;@upscale_vandal.,;@rkpeople,;@oneminutebriefs;Unknown;Unknown;Unknown;Unknown;Unknown;51.7 %
Spain; Andy Mc Dougall ;150900;41200;979;andymcdougall;https://www.instagram.com/andymcdougall/?hl=es;marketing;Lifestyle;Unknown;Unknown;spain;@pelayodiaz,;@flormcdougall,;@dsquared2,;@vivoodhotels,;@ladichosa,;@uniqlo_es,;@ted_baker_menswear,;@dolcegabbana,;@kbydolcegabbana,;@hotelesthe;Unknown;Unknown;Unknown;47.6 %
Unknown; Emprende Aprendiendo ;227200;37700;429;emprendeaprendiendo;https://www.instagram.com/emprendeaprendiendo/?hl=es;marketing;Business & careers;Unknown;Unknown;spain;@ali.oller,;@romualdfons,;@maidertomasena,;@raimonsamso,;@laura.fuente.garcia,;@euge.oller,;@geniramos,;@vivirandorra,;@juls_ribes,;@swipcar;Unknown;1820000;Unknown;
Spain; Ucaralda ;71800;12400;685;ucaralda;https://www.instagram.com/ucaralda/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@karontte,;@aqua.swimwear_,;@wetaca,;@samovso,;@aqua.swimwear,;@trbljz,;@hoscos,;@angel_tigreton,;@ucaralda,;@karontte:;Unknown;Unknown;Unknown;
Unknown;Lydia Rocu;77600;38400;597;lydiarocu;https://www.instagram.com/lydiarocu/?hl=es;marketing;Family;Unknown;Unknown;spain;@montseferdi,;@ada_aygues,;@ariixcorp,;@ariix_espana,;@alainlegrelle,;@iviclinics,;@ecodadysvalencia,;@lamarinaresorts,;@dinopark_algar,;@jorgeventosa;Unknown;Unknown;Unknown;Unknown
Unknown; Escuela de Copywriting;129500;52000;337;escueladecopywriting;https://www.instagram.com/escueladecopywriting/?hl=es;marketing;Literature & Journalism;Unknown;Unknown;spain;@maidertomasena,;@amarazzi,;@tousjewelry,;@lolamullenlowe,;@airbnb,;@eroskioficial,;@tachabeauty,;@ohmycut,;@aireuropa,;@honestgreens;Unknown;Unknown;Unknown;Unknown
Spain;Marco García ;85700;13100;461;marcocreativo;https://www.instagram.com/marcocreativo/?hl=es;marketing;Shows;Unknown;Unknown;spain;@jm.animation,;@zafonoficial,;@genially_official,;@nacho_evangelisti,;@fer_almodovar,;@alberto_seveso,;@grafiklandia,;@imprenta2com,;@marcocreativo.es,;@feroz_estudio;Unknown;Unknown;Unknown;30.2 %
Brazil; Nacho Muñozz ;151400;56500;271;oyenacho;https://www.instagram.com/oyenacho/?hl=es;marketing;Business & careers;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;545000;12470;
Unknown; El Hogar del Marketing Slow ;44600;20800;778;comunicazen;https://www.instagram.com/comunicazen/?hl=es;marketing;Shows;Beauty;Unknown;spain;@yogaysabiduriafemenina,;@chicshoppingsevilla,;@beatrizbonagacoach,;@guiartevalencia,;@profeole,;@netflixes,;@carrefoures,;@godaddyes,;@fintonic_app,;@lushspain;Unknown;Unknown;Unknown;
Spain; Borja Girón ;44000;21900;685;borjagiron;https://www.instagram.com/borjagiron/?hl=es;marketing;Shows ;Unknown;Unknown;spain;@timferriss,;@burgerking_es,;@borjagiron,;@chelsealeahlee,;@noelia__gm,;@rudifer_sbk,;@frragoti,;@castillosanctipetri,;@cumbres_del_sur,;@fisio.dc;Unknown;20700;21429;
Unknown; Yann Pissenem ;41000;8900;460;yannpissenem;https://www.instagram.com/yannpissenem/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@realblackcoffee,;@davidguetta,;@carlcoxofficial,;@djmagofficial,;@who,;@creurojabalears,;@thenightleague,;@bbcsounds,;@highscream,;@sensoriumgalaxy;Unknown;Unknown;28605;Unknown
Unknown; Ana Ivars ;52800;23900;308;ana.ivars;https://www.instagram.com/ana.ivars/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@cruzcampo_oficial,;@ulab_es,;@alfonsoychristian,;@dinamizadigital,;@mosseri,;@tipsmarketing,;@ana.ivars,;@vodafone_es,;@directivosygerentes,;@philgonzalez;Unknown;Unknown;Unknown;
Unknown; Zenzuke ;34100;6800;520;zenzuke;https://www.instagram.com/zenzuke/?hl=es;marketing;Comics & sketches;Unknown;Unknown;spain;@zenzuke;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Portugal; Neus Diez ;30000;14400;492;neusdiez;https://www.instagram.com/neusdiez/?hl=es;marketing;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;213000;Unknown;
Spain; INSTITUTO EMPRENDE ;61600;36100;194;institutoemprende;https://www.instagram.com/institutoemprende/?hl=es;marketing;Shows;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;30700;Unknown;
Brazil; Diana Zuluaga ;58500;15200;197;dianazuluaga.co;https://www.instagram.com/dianazuluaga.co/?hl=es;marketing;Business & careers;Unknown;Unknown;spain;@dianazuluaga.co,;@tulenguajedelaluz,;@tulenguajedelaluzc,;@pepamalagafotografia,;@womclicks,;@jbalvin,;@jennyborjadigital,;@ale_conamor.,;@ale_conamor,;@vitterivirna;Unknown;Unknown;Unknown;74.7 %
Spain;manemanestudio;42300;14100;269;manemanestudio;https://www.instagram.com/manemanestudio/?hl=es;marketing;Lifestyle;Unknown;Unknown;spain;@manemanestudio,;@paula_cendejas,;@_gatox,;@guilleqiller,;@lajedet,;@sitabellan,;@club_malasana,;@edgarkerri,;@eduporlasnoches,;@ansinth_official;Unknown;Unknown;Unknown;48.5 %
Unknown;loladigital;27500;14200;381;loladigital_;https://www.instagram.com/loladigital_/?hl=es;marketing;Shows;Unknown;Unknown;spain;@canvadigital_,;@hotmart.spain,;@loladigital_,;@canva,;@metricool;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Unknown;Requena.office;25500;9600;376;requena.office;https://www.instagram.com/requena.office/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@petercobo,;@bonastre.photo,;@cafeselmagnifico,;@praktiko.madrid,;@nova_era_barcelona,;@cccb_barcelona,;@mostrafire,;@funky.bakers,;@requena.office,;@molinsdesign;Unknown;Unknown;Unknown;Unknown
Unknown; Carlos Mayoral ;16200;6300;576;carlosmayoral_;https://www.instagram.com/carlosmayoral_/?hl=es;marketing;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown
Spain; Carlos | Plant Based ;47600;9500;217;carlossino_;https://www.instagram.com/carlossino_/?hl=es;marketing;Unknown;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;32.9 %
Unknown; Koln Studio ;20300;7700;415;kolnstudio;https://www.instagram.com/kolnstudio/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@xairmax97x,;@aya_yco,;@sheet.one,;@dialektiktv,;@selfcare._.sf,;@sirocosala,;@jobsifre,;@clapkent,;@davidhervias,;@dialektik_;Unknown;Unknown;Unknown;Unknown
Spain; Oche Barber ;35600;17100;237;ochebarber;https://www.instagram.com/ochebarber/?hl=es;marketing;Unknown;Unknown;Unknown;spain;@blesson_oficial,;@octyl_oficial,;@jocabunabarber,;@jesus_gallegoo,;@porras_murphy,;@juli_thebarber,;@drehair,;@kraftlookbook,;@luisblessed__,;@ochebarber;Unknown;Unknown;Unknown;22.9 %
Unknown; Más y Mejor ;53100;25200;131;masymejoremprender;https://www.instagram.com/masymejoremprender/?hl=es;marketing;Business & careers;Lifestyle;Unknown;spain;@borjaprensa,;@raquelmartin_sm,;@danisanchezsaez,;@susyluengo,;@danidelacamara,;@rhodelinda,;@javier.elices,;@masymejoremprender,;@ivan_boyero,;@sarapellicert;Unknown;Unknown;Unknown;Unknown
Spain; Ivanka ;24100;4600;281;ivanka_tulip;https://www.instagram.com/ivanka_tulip/?hl=es;marketing;Beauty;Unknown;Unknown;spain;@goligummy,;@sockaholic_com,;@bioderma_es,;@ecovidrio,;@agatharuizdlprada,;@fundacion_sandraibarra,;@amapolaslibreria,;@hotelriuplazaespana,;@arkopharmaesp,;@trnd_es;Unknown;Unknown;Unknown;56.8 %
Spain; Rafa Rodero ;30600;12400;214;fotografointeligente;https://www.instagram.com/fotografointeligente/?hl=es;marketing;Photography;Unknown;Unknown;spain;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;
Venezuela; MarketingDirecto.com ;41900;19100;126;mkdirecto;https://www.instagram.com/mkdirecto/?hl=es;marketing;Shows;Unknown;Unknown;spain;@burgerking,;@mcdonalds,;@wiedenkennedy,;@netflix,;@lego,;@kutovakika,;@thecdagroup,;@dcuniversetv,;@dccomics,;@phenomenon;Unknown;Unknown;392362;
Spain; Judit CatalaÃÄ ;64300;37700;77;judit_cat;https://www.instagram.com/judit_cat/?hl=es;marketing;Shows ;Business & careers;Unknown;spain;@judit_cat,;@hotmart,;@hotmartofficial,;@guillem_segui,;@elmundo,;@expansion_com,;@huaweimobileesp,;@kenia_thebordercollie,;@judit_ca,;@monigalanbravo;Unknown;Unknown;Unknown;44.8 %
Spain; AulaCM ;30000;17400;169;aulacm;https://www.instagram.com/aulacm/?hl=es;marketing;Literature & Journalism;Education;Shows;spain;@kidnorton,;@anadelvalleart,;@duadamusic,;@socialmood,;@webpositer,;@good.rebels,;@hydrasm,;@clara_soler,;@i_republica,;@repcoconut;Unknown;13000;59000;61.7 %
Spain; Robert Massanet ;15800;7800;351;robertmassanet;https://www.instagram.com/robertmassanet/?hl=es;marketing;Music;Unknown;Unknown;spain;@evabasterrechea,;@suttonbarcelona,;@pimalaikohlanta,;@academiadecine,;@moetchandon,;@zegnaofficial,;@rtve,;@dr.alejandro.segarra,;@canetrock_,;@sala_apolo;Unknown;Unknown;Unknown;
